"authorsTitle.o","correlation.o","fis.o","seFish.o","n.o","pValFish.o","pVal.o","testStatistic.o","correlation.r","fis.r","n.r","seFish.r","pValFish.r","pVal.r","testStatistic.r","seDifference.ro","source","abrev","cohenD.o","seCohenD.o","cohenD.r","seCohenD.r","significant.r","significantSameDirection.r","fisherZDiff","correlationDifference.ro","percentageChangeES.ro","cleanedpVal.r","cleanedpVal.o","seFishAprox.r","seFishAprox.o","cohensD.r","cohensD.o","bf10","bf01","bfplus0","bf0plus","bfRep0","bf0Rep","statisticallyEquiv.ro","normalisedpVal.r","minDetectableZ","probRealEffect","trueRepEffect","probH1Original","probH1decrease","probH0True","mostLikelyClass"
"Hitchcock & Knobe (2009)",0.35,0.365443754271396,0.0171246936312685,3413,NA,"<.001","t(3411) = 21.5, p < .001",0.3,0.309519604203112,200,0.0712470499879096,NA,"<0.001",NA,0.073276171187805,"Cova, et al. (2018)
 Experimental Philosophy","xPhi",NA,NA,NA,NA,TRUE,TRUE,-0.0559241500682844,-0.05,-0.153030799992144,0.001,0.01,0.0712470499879096,0.0171246936312685,0.63,0.75,915.785303576847,0.00109195899529533,1831.55456745986,0.000545984279019804,Inf,0,FALSE,0.0316280494375717,0.0281676144298248,0.9695725,0.306086413924274,0.572,0.414,0.014,"H1 original effect"
"Roxborough & Cumby (2009)",0.33,0.342828254415394,0.0932504808240314,118,NA,".002370","t(117) = 7.47, p < .001 (Welch t-test, reconstructed: t = 3.3532, df = 27.093, p = .002370)",-0.1,-0.100335347731076,204,0.0705345615858598,NA,"0.917",NA,0.116922096081205,"Cova, et al. (2018)
 Experimental Philosophy","xPhi",NA,NA,NA,NA,FALSE,FALSE,-0.44316360214647,-0.43,-1.29266942394282,0.917,0.00236999999999978,0.0705345615858598,0.0932504808240314,-0.2,0.7,0.239488920314691,4.17555851304515,0.0375355401775931,26.6414175810091,0.00148096607170827,675.234915305328,TRUE,1.27855712710371,0.153383391598377,0.593415,-0.0667976522393218,0.1442,0.608175,0.247625,"H1 attenuated"
"De Brigard (2010)",0.36,0.37688590118819,0.149071198499986,48,NA,"<.05","X2(1, N = 48) = 6.2061, p < .05",0.27,0.2768638226551,60,0.132453235706504,NA,"0.04",NA,0.199414347205373,"Cova, et al. (2018)
 Experimental Philosophy","xPhi",NA,NA,NA,NA,TRUE,TRUE,-0.10002207853309,-0.09,-0.265390873518365,0.0399999999999998,NA,0.132453235706504,0.149071198499986,0.56,0.77,1.34857381957035,0.741524109016587,2.64301200577042,0.378356207923659,5.49034993598622,0.182137752904519,FALSE,0.20135792079033,0.245200301526705,0.9387375,0.275552827371411,0.47975,0.4865,0.03375,"H1 attenuated"
"Beebe & Buckwalter (2010)",0.35,0.365443754271396,0.0366126012969106,749,NA,"<.001","t = -10.126, df = 747, p<.001",0.31,0.320545409301946,514,0.0442373955203809,NA,"<.001",NA,0.0574232508323341,"Cova, et al. (2018)
 Experimental Philosophy","xPhi",NA,NA,NA,NA,TRUE,TRUE,-0.0448983449694501,-0.04,-0.122859795644794,0.001,0.001,0.0442373955203809,0.0366126012969106,0.65,0.75,8551114906.23317,1.16943815042302e-10,17102229812.46,5.84719075211725e-11,98132865255.4245,1.01902659969945e-11,FALSE,0.0316280494375717,0.0602223700353516,0.975615,0.31845174714917,0.59685,0.39275,0.0104,"H1 original effect"
"Alicke et al. (2011)",0.24,0.244774112659353,0.0683585927024663,217,NA,"<.001","Interaction effect, F(1, 213) = 13.05, p < .001",0.07,0.0701146706543252,217,0.0683585927024663,NA,".32",NA,0.0966736489045664,"Cova, et al. (2018)
 Experimental Philosophy","xPhi",NA,NA,NA,NA,FALSE,FALSE,-0.174659442005028,-0.17,-0.713553570299722,0.32,0.05,0.0683585927024663,0.0683585927024663,0.14,0.49,0.143405532228041,6.97323167707237,0.242801228206578,4.11859531101379,0.242459864395038,4.12439395895524,FALSE,0.601264216679128,0.11243987913995,0.8639475,0.0827432709981992,0.373325,0.54695,0.079725,"H1 attenuated"
"Sarkissian et al. (2011)",0.4,0.423648930193602,0.0674199862463242,223,NA,"<0.001","F (2, 218) = 20.7, p < 0.001",0.32,0.331647108705132,363,0.052704627669473,NA,"<0.001",NA,0.0855758863420784,"Cova, et al. (2018)
 Experimental Philosophy","xPhi",NA,NA,NA,NA,TRUE,TRUE,-0.0920018214884697,-0.08,-0.217165239733819,0.001,NA,0.052704627669473,0.0674199862463242,0.68,0.87,17376835.4862983,5.75478775055738e-08,34753670.9641481,2.87739387597816e-08,106520469.784105,9.38786697079716e-09,FALSE,0.0316280494375717,0.110896008906285,0.976725,0.331783761282746,0.540725,0.449575,0.0097,"H1 original effect"
"Paxton et al. (2012)",0.21,0.21317134656486,0.105999788000636,92,NA,".05","t(90) = 2.03, p = .05",0.07,0.0701146706543252,298,0.0582222509739582,NA,"0.24",NA,0.120937114090979,"Cova, et al. (2018)
 Experimental Philosophy","xPhi",NA,NA,NA,NA,FALSE,FALSE,-0.143056675910535,-0.14,-0.671087733955877,0.24,0.0499999999999998,0.0582222509739582,0.105999788000636,0.14,0.43,0.149351553716561,6.69561162984483,0.264375664049089,3.78249640940597,0.517494378085553,1.93238814245568,TRUE,0.511972688049476,0.174354135748933,0.8689975,0.0766945601660772,0.397675,0.525475,0.07685,"H1 attenuated"
"Schaffer & Knobe (2012)",0.32,0.331647108705132,0.101534616513362,100,NA,".001","t(98) = 3.4, p = .001",0.28,0.287682072451781,150,0.0824786098842323,NA,"<.001",NA,0.13081284126167,"Cova, et al. (2018)
 Experimental Philosophy","xPhi",NA,NA,NA,NA,TRUE,TRUE,-0.0439650362533512,-0.04,-0.132565715482961,0.001,0.000999999999999778,0.0824786098842323,0.101534616513362,0.58,0.68,39.6892118610361,0.0251957636120693,79.3559534309436,0.0126014489999192,256.089241079228,0.00390488876372055,FALSE,0.0316280494375717,0.16700958223313,0.9579575,0.281889556452945,0.537025,0.4424,0.020575,"H1 original effect"
"Beebe & Shea (2013)",0.28,0.287682072451781,0.0517780373078498,376,NA,"<0.001","F(1, 368) = 31.127, p < 0.001",0.34,0.354092528962243,418,0.0490880693673816,NA,"<.001",NA,0.0713484667086123,"Cova, et al. (2018)
 Experimental Philosophy","xPhi",NA,NA,NA,NA,TRUE,TRUE,0.0664104565104621,0.06,0.230846698038833,0.001,0.05,0.0490880693673816,0.0517780373078498,0.72,0.58,6783403783.72485,1.47418616358835e-10,13566807567.4431,7.37093081794532e-11,54639667552.9405,1.83017218951982e-11,FALSE,0.0316280494375717,0.0851672924622454,0.9787175,0.344737170283809,0.679425,0.31145,0.009125,"H1 original effect"
"Grau & Pury (2014)",0.2,0.202732554054082,0.0793051585718144,162,NA,"0.01","t(160)=2.58, p = .01, <U+03B7>2=0.040",0.09,0.0902441878561468,387,0.0510310363079829,NA,"0.092",NA,0.0943052217152756,"Cova, et al. (2018)
 Experimental Philosophy","xPhi",NA,NA,NA,NA,FALSE,FALSE,-0.112488366197935,-0.11,-0.554860894062072,0.0919999999999998,0.00999999999999978,0.0510310363079829,0.0793051585718144,0.18,0.41,0.302247339179695,3.30854856394772,0.580991131704019,1.72119666795438,1.31215730546516,0.762103747648988,FALSE,0.308169644853209,0.130445377712811,0.8847475,0.0940574512152723,0.42785,0.506275,0.065875,"H1 attenuated"
"Liao et al. (2014)",0.54,0.604155602962267,0.192450089729875,30,NA,".002","t = 3.42, df = 29, p = .002",0.55,0.618381313574464,99,0.102062072615966,NA,"<.001",NA,0.217838710296641,"Cova, et al. (2018)
 Experimental Philosophy","xPhi",NA,NA,NA,NA,TRUE,TRUE,0.0142257106121965,0.01,0.0235464349621946,0.001,0.00199999999999978,0.102062072615966,0.192450089729875,1.32,1.28,3439963.69053283,2.90700742787523e-07,6879927.36283755,1.45350371778861e-07,18069562.012176,5.53416845038171e-08,FALSE,0.0316280494375717,0.316552228099322,0.99853,0.593337463792838,0.7413,0.2581,6e-04,"H1 original effect"
"Bjornsson et al. (2015)",0.3,0.309519604203112,0.0793051585718144,162,NA,"<.001","X2(1, N = 162) = 14.421, df = 1, p < .001",0.26,0.266108406873654,302,0.057831493196624,NA,"<.001",NA,0.0981518710033171,"Cova, et al. (2018)
 Experimental Philosophy","xPhi",NA,NA,NA,NA,TRUE,TRUE,-0.0434111973294577,-0.04,-0.140253466145461,0.001,NA,0.057831493196624,0.0793051585718144,0.54,0.63,2439.95811456033,0.000409843101007574,4879.90395217543,0.000204922066048904,19799.9405468539,5.05052021562204e-05,FALSE,0.0316280494375717,0.130445377712811,0.9567125,0.263313214151149,0.54985,0.430675,0.019475,"H1 original effect"
"Buckwalter & Schaffer (2015)",0.52,0.576339754969193,0.0618984460590173,264,NA,"<.001","F(1, 260) = 99.46, p < .001",0.41,0.435611223236224,442,0.0477273959903348,NA,"<.001",NA,0.0781621516626768,"Cova, et al. (2018)
 Experimental Philosophy","xPhi",NA,NA,NA,NA,TRUE,TRUE,-0.140728531732968,-0.11,-0.244176339597623,1e-10,NA,0.0477273959903348,0.0618984460590173,0.9,1.22,19065464359811936,5.24508598965939e-17,38130928719621464,2.62254299482986e-17,50838011959304752,1.96703207198678e-17,FALSE,1.00000000001667e-05,0.101813883502835,0.9937875,0.437242037187499,0.544475,0.45295,0.002575,"H1 original effect"
"Kominsky et al. (2015)",0.27,0.2768638226551,0.132453235706504,60,NA,".031","t(58) = -2.210, p = .031",0.28,0.287682072451781,200,0.0712470499879096,NA,"<.001",NA,0.150399474005405,"Cova, et al. (2018)
 Experimental Philosophy","xPhi",NA,NA,NA,NA,TRUE,TRUE,0.0108182497966809,0.01,0.0390742629099563,1e-10,0.0309999999999998,0.0712470499879096,0.132453235706504,0.58,0.56,264.593377704476,0.00377938408238206,529.169683924234,0.00188975300433722,1545.83812867888,0.000646898262791997,FALSE,1.00000000001667e-05,0.217866185153302,0.9563925,0.278370432853536,0.554225,0.4235,0.022275,"H1 original effect"
"McCullough, M. E., Emmons, R. A., & Tsang, J. A. (2002). The grateful disposition: A conceptual and empirical topography. Journal of Personality and Social Psychology, 82, 112-127.",0.32,0.331647108705132,0.0285714285714286,1228,NA,"1.22798461180513e-30","Correlation",0.370540692384446,0.389049698965501,1559,0.0253510063281697,NA,"6.33652557377656e-52",NA,0.0381968591963154,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,0.0574025902603688,0.0505406923844459,0.173083342968039,-2.22044604925031e-16,-2.2204460492503e-16,0.0253510063281697,0.0285714285714286,0.8,0.68,2.34909104489196e+48,4.25696569817707e-49,4.69818208978252e+48,2.12848284908917e-49,Inf,0,FALSE,NA,0.0469958179128992,0.98755,0.386440344442624,0.731425,0.26435,0.004225,"H1 original effect"
"McCullough, M. E., Emmons, R. A., & Tsang, J. A. (2002). The grateful disposition: A conceptual and empirical topography. Journal of Personality and Social Psychology, 82, 112-127.",0.41,0.435611223236224,0.0285714285714286,1228,NA,"5.58069975723807e-51","Correlation",0.541016424967016,0.605591534363352,1559,0.0253510063281697,NA,"3.08233450393398e-119",NA,0.0381968591963154,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,0.169980311127128,0.131016424967016,0.39021104613494,-2.22044604925031e-16,-2.22044604925031e-16,0.0253510063281697,0.0285714285714286,1.29,0.9,2.71952723189457e+115,3.67710971330611e-116,5.43905446378753e+115,1.8385548566536e-116,Inf,0,FALSE,NA,0.0469958179128992,0.9991275,0.600092125701838,0.906025,0.093775,2e-04,"H1 original effect"
"Breen, W. E., Kashdan, T. B., Lenser, M. L., & Fincham, F. D. (2010). Gratitude and forgiveness: Convergence and divergence on self-report and informant ratings. Personality and Individual Differences, 49, 932-937.",0.58,0.662462707371799,0.0854357657716761,140,NA,"5.93478924585108e-14","Correlation",0.568249891097489,0.644934294136459,1550,0.0254246418090461,NA,"9.89133616410579e-90",NA,0.0891385577856799,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,-0.0175284132353406,-0.0117501089025114,-0.0264594716657809,-2.22044604925031e-16,5.91258478535858e-14,0.0254246418090461,0.0854357657716761,1.38,1.42,2.58541767182706e+129,3.86784700552202e-130,5.17083534365562e+129,1.93392350276045e-130,Inf,0,FALSE,NA,0.140529329200918,0.9998075,0.642770497941939,0.840425,0.1595,7.5e-05,"H1 original effect"
"Thrash, T. M., & Elliot, A. J. (2003). Inspiration as a psychological construct. Journal of Personality and Social Psychology, 84, 871-889.",0.2,0.202732554054082,0.081923192051904,152,NA,"0.0134953220186948","Correlation",0.391401079823556,0.413453513186213,1514,0.0257257335877919,NA,"1.32505878875791e-56",NA,0.0858674720985962,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,0.210720959132131,0.191401079823556,1.03940366220571,-2.22044604925031e-16,0.0134953220186946,0.0257257335877919,0.081923192051904,0.85,0.41,1.07538668340049e+53,9.29898068700171e-54,2.15077336680127e+53,4.64949034350024e-54,Inf,0,FALSE,NA,0.134751659578016,0.98152,0.408430465731382,0.749575,0.24405,0.006375,"H1 original effect"
"Thrash, T. M., & Elliot, A. J. (2003). Inspiration as a psychological construct. Journal of Personality and Social Psychology, 84, 871-889.",0.43,0.459896681212679,0.081923192051904,152,NA,"3.22639614740538e-08","Correlation",0.351348412016639,0.366981234253033,1514,0.0257257335877919,NA,"3.19985052214498e-45",NA,0.0858674720985962,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,-0.0929154469596457,-0.0786515879833615,-0.202035480479315,-2.22044604925031e-16,3.22639612520092e-08,0.0257257335877919,0.081923192051904,0.75,0.95,5.1294405455694e+41,1.94953034568996e-42,1.02588810911401e+42,9.74765172844852e-43,3.29136546023834e+42,3.03825270113756e-43,FALSE,NA,0.134751659578016,0.9862225,0.366939622211328,0.5655,0.428275,0.006225,"H1 original effect"
"DeNeve, K. M., & Cooper, H. (1998). The happy personality: A meta-analysis of 137 personality traits and subjective well-being. Psychological Bulletin, 124, 197-229.",0.17,0.171666663500579,0.00855044465606014,13681,NA,"3.12039836419034e-89","Correlation",0.47723390785312,0.519396257690062,1559,0.0253510063281697,NA,"3.41591925562319e-60",NA,0.0267541328707781,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,0.347729594189483,0.30723390785312,2.02560932389945,-2.22044604925031e-16,-2.22044604925031e-16,0.0253510063281697,0.00855044465606014,1.09,0.35,5.90238238802792e+85,1.69423113288686e-86,1.18047647760523e+86,8.47115566443682e-87,Inf,0,FALSE,NA,0.0140642299045684,0.98499,0.510991338665729,0.7969,0.1986,0.0045,"H1 original effect"
"DeNeve, K. M., & Cooper, H. (1998). The happy personality: A meta-analysis of 137 personality traits and subjective well-being. Psychological Bulletin, 124, 197-229.",0.2,0.202732554054082,0.00887601157624386,12696,NA,"1.05633395166863e-114","Correlation",0.404650223803242,0.429197253883167,1559,0.0253510063281697,NA,"1.73470879617559e-62",NA,0.0268599535247646,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,0.226464699829085,0.204650223803242,1.11706134658903,-2.22044604925031e-16,-2.22044604925031e-16,0.0253510063281697,0.00887601157624386,0.88,0.41,7.62281540957352e+58,1.3118512600267e-59,1.52456308191425e+59,6.55925630013547e-60,Inf,0,FALSE,NA,0.014599739834048,0.9821675,0.423272490887112,0.763825,0.2303,0.005875,"H1 original effect"
"DeNeve, K. M., & Cooper, H. (1998). The happy personality: A meta-analysis of 137 personality traits and subjective well-being. Psychological Bulletin, 124, 197-229.",0.07,0.0701146706543252,0.0119250598937637,7035,NA,"4.16734133740784e-09","Correlation",0.289350009969694,0.297856735987435,1559,0.0253510063281697,NA,"1.90107711095807e-31",NA,0.0280157201463884,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,0.227742065333109,0.219350009969694,3.24813713318157,-2.22044604925031e-16,4.16734111536324e-09,0.0253510063281697,0.0119250598937637,0.6,0.14,1.06169917537261e+28,9.41886386649062e-29,2.1233983507446e+28,4.70943193324671e-29,Inf,0,FALSE,NA,0.0196149780178708,0.9289675,0.292506544241587,0.58625,0.376375,0.037375,"H1 original effect"
"DeNeve, K. M., & Cooper, H. (1998). The happy personality: A meta-analysis of 137 personality traits and subjective well-being. Psychological Bulletin, 124, 197-229.",0.27,0.2768638226551,0.0179316315030208,3113,NA,"3.87018567882856e-53","Correlation",0.398430415210454,0.421781770256437,1558,0.0253591564670487,NA,"1.98173318425336e-60",NA,0.0310584968258347,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,0.144917947601337,0.128430415210454,0.523426810377704,-2.22044604925031e-16,-2.22044604925031e-16,0.0253591564670487,0.0179316315030208,0.87,0.56,6.8207109419274e+56,1.46612282577895e-57,1.3641421883857e+57,7.33061412889355e-58,Inf,0,FALSE,NA,0.0294949091149011,0.9878725,0.417429364485688,0.770825,0.225375,0.0038,"H1 original effect"
"DeNeve, K. M., & Cooper, H. (1998). The happy personality: A meta-analysis of 137 personality traits and subjective well-being. Psychological Bulletin, 124, 197-229.",0.24,0.244774112659353,0.00905060767819996,12211,NA,"1.57416796580995e-159","Correlation",0.553946262018256,0.62405675819683,1559,0.0253510063281697,NA,"4.68686961275107e-83",NA,0.0269181541193967,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,0.379282645537477,0.313946262018256,1.54952107237466,-2.22044604925031e-16,-2.22044604925031e-16,0.0253510063281697,0.00905060767819996,1.33,0.49,1.82775991351232e+122,5.47117809405475e-123,3.65551982702356e+122,2.73558904702818e-123,Inf,0,FALSE,NA,0.014886924865602,0.99624,0.614644158313817,0.888675,0.110725,6e-04,"H1 original effect"
"DeNeve, K. M., & Cooper, H. (1998). The happy personality: A meta-analysis of 137 personality traits and subjective well-being. Psychological Bulletin, 124, 197-229.",0.14,0.140925576070494,0.0107845314085402,8601,NA,"6.67705361028373e-39","Correlation",0.369287949346529,0.387598359213348,1559,0.0253510063281697,NA,"1.46669257906125e-51",NA,0.0275495851067251,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,0.246672783142854,0.229287949346529,1.75037626257042,-2.22044604925031e-16,-2.22044604925031e-16,0.0253510063281697,0.0107845314085402,0.79,0.28,1.01937597277404e+48,9.8099231952533e-49,2.03875194554748e+48,4.90496159762811e-49,Inf,0,FALSE,NA,0.0177389756023095,0.9657375,0.381498191487119,0.701,0.284825,0.014175,"H1 original effect"
"DeNeve, K. M., & Cooper, H. (1998). The happy personality: A meta-analysis of 137 personality traits and subjective well-being. Psychological Bulletin, 124, 197-229.",0.23,0.234189466759367,0.0115779211161872,7463,NA,"3.52721509001564e-90","Correlation",0.618851972789072,0.723142347851184,1559,0.0253510063281697,NA,"1.83179187065247e-165",NA,0.0278697287253313,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,0.488952881091818,0.388851972789072,2.08785172047991,-2.22044604925031e-16,-2.22044604925031e-16,0.0253510063281697,0.0115779211161872,1.58,0.47,3.4926102371848e+161,2.86318808023092e-162,6.98522047436754e+161,1.43159404011588e-162,Inf,0,FALSE,NA,0.0190439855405186,0.997605,0.711489726071821,0.917,0.082625,0.000375,"H1 original effect"
"DeNeve, K. M., & Cooper, H. (1998). The happy personality: A meta-analysis of 137 personality traits and subjective well-being. Psychological Bulletin, 124, 197-229.",0.25,0.255412811882995,0.0176887284419306,3199,NA,"8.82403103784816e-47","Correlation",0.602163087282385,0.696533885239803,1558,0.0253591564670487,NA,"2.28055917642724e-154",NA,0.0309188927779218,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,0.441121073356808,0.352163087282385,1.72709062675715,-2.22044604925031e-16,-2.22044604925031e-16,0.0253591564670487,0.0176887284419306,1.51,0.52,2.97976318147254e+150,3.35597139469929e-151,5.95952636294605e+150,1.67798569734937e-151,Inf,0,FALSE,NA,0.0290953691338693,0.997915,0.685751131181392,0.920775,0.07885,0.000375,"H1 original effect"
"Clancy, S. M., & Dollinger, S. J. (1993). Identity, self, and personality: I. Identity status and the five-factor model of personality. Journal of Research on Adolescence, 3, 227-245.",0.3,0.309519604203112,0.0716114874039433,198,NA,"1.75507089924983e-05","Correlation",0.251769664812193,0.257301347813625,1550,0.0254246418090461,NA,"8.33191172799716e-20",NA,0.0759909043196843,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,-0.0522182563894868,-0.0482303351878066,-0.16870742815767,-2.21961285807751e-16,1.75507089922763e-05,0.0254246418090461,0.0716114874039433,0.52,0.63,3.07062653145592e+20,3.25666436395265e-21,6.14125306291363e+20,1.62833218197585e-21,2.81981698802119e+21,3.54632943998877e-22,FALSE,NA,0.117790414787766,0.9574225,0.256837073978849,0.537525,0.442875,0.0196,"H1 original effect"
"Clancy, S. M., & Dollinger, S. J. (1993). Identity, self, and personality: I. Identity status and the five-factor model of personality. Journal of Research on Adolescence, 3, 227-245.",0.5,0.549306144334055,0.0716114874039433,198,NA,"6.39648809849015e-14","Correlation",0.345084232539515,0.359852644214868,1550,0.0254246418090461,NA,"1.71119447569033e-41",NA,0.0759909043196843,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,-0.189453500119187,-0.154915767460485,-0.344896014860473,-2.22044604925031e-16,6.37428363799765e-14,0.0254246418090461,0.0716114874039433,0.74,1.15,1.1702276377917e+41,8.54534594557234e-42,2.34045527558408e+41,4.27267297278492e-42,Inf,0,FALSE,NA,0.117790414787766,0.98351,0.361319319566416,0.4103,0.582325,0.007375,"H1 attenuated"
"MacDonald, D. A. (2000). Spirituality: Description, measurement, and relation to the five factor model of personality. Journal of Personality, 68, 153-197.",0.32,0.331647108705132,0.0410997468263393,595,NA,"1.23869419463255e-15","Correlation",0.373424920480686,0.392397117175227,1550,0.0254246418090461,NA,"4.8896583699862e-47",NA,0.0483280622444919,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,0.0607500084700944,0.0534249204806858,0.183176656378172,-2.22044604925031e-16,1.01664958970752e-15,0.0254246418090461,0.0410997468263393,0.81,0.68,8.30938675363473e+48,1.20345824505349e-49,1.66187735072743e+49,6.0172912252657e-50,Inf,0,FALSE,NA,0.0676030676340915,0.98805,0.389662796125586,0.726275,0.269075,0.00465,"H1 original effect"
"MacDonald, D. A. (2000). Spirituality: Description, measurement, and relation to the five factor model of personality. Journal of Personality, 68, 153-197.",0.66,0.792813631870191,0.0410997468263393,595,NA,"1.09721576671051e-75","Correlation",0.629832666364302,0.741138736693356,1550,0.0254246418090461,NA,"1.32221616681579e-150",NA,0.0483280622444919,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,-0.0516748951768352,-0.0301673336356978,-0.0651791204131264,-2.22044604925031e-16,-2.22044604925031e-16,0.0254246418090461,0.0410997468263393,1.62,1.76,1.39647498613577e+168,7.16088730502169e-169,2.79294997227236e+168,3.5804436525098e-169,Inf,0,FALSE,NA,0.0676030676340915,0.999975,0.738975405206352,0.8802,0.1198,0,"H1 original effect"
"MacDonald, D. A. (2000). Spirituality: Description, measurement, and relation to the five factor model of personality. Journal of Personality, 68, 153-197.",0.3,0.309519604203112,0.0410997468263393,595,NA,"7.70530847601645e-14","Correlation",0.191301090892675,0.193687335683129,1550,0.0254246418090461,NA,"1.33179217476016e-11",NA,0.0483280622444919,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,-0.115832268519983,-0.108698909107325,-0.374232413543577,1.33176997029967e-11,7.68310401552395e-14,0.0254246418090461,0.0410997468263393,0.39,0.63,104466769688.585,9.57242195753725e-12,208933539377.228,4.78621097876731e-12,106617677637.541,9.37930765477385e-12,FALSE,3.64934236583193e-06,0.0676030676340915,0.93197,0.194545688824978,0.444775,0.5166,0.038625,"H1 attenuated"
"MacDonald, D. A. (2000). Spirituality: Description, measurement, and relation to the five factor model of personality. Journal of Personality, 68, 153-197.",0.25,0.255412811882995,0.0410997468263393,595,NA,"6.25805369670938e-10","Correlation",0.191498063486091,0.19389179852789,1550,0.0254246418090461,NA,"4.97780351048106e-13",NA,0.0483280622444919,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,-0.0615210133551056,-0.0585019365139089,-0.240868940369712,4.97558306443181e-13,6.25805147626333e-10,0.0254246418090461,0.0410997468263393,0.39,0.52,110982281469.727,9.01044731426588e-12,221964562939.515,4.50522365713169e-12,867339422805.287,1.15295116733613e-12,FALSE,7.05378130114099e-07,0.0676030676340915,0.934855,0.193875653031606,0.50435,0.46315,0.0325,"H1 original effect"
"MacDonald, D. A. (2000). Spirituality: Description, measurement, and relation to the five factor model of personality. Journal of Personality, 68, 153-197.",0.26,0.266108406873654,0.0410997468263393,595,NA,"1.19614657496737e-10","Correlation",0.127428719035104,0.12812525044493,1550,0.0254246418090461,NA,"7.19570326890402e-06",NA,0.0483280622444919,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,-0.137983156428724,-0.132571280964896,-0.518522349781446,7.19570326868198e-06,1.19614435452132e-10,0.0254246418090461,0.0410997468263393,0.26,0.54,9973.95682892281,0.000100261111728514,19947.9087687229,5.01305681509803e-05,2990.76133689086,0.00033436302244016,FALSE,0.00268248402197106,0.0676030676340915,0.8981875,0.129496245112663,0.399875,0.541625,0.0585,"H1 attenuated"
"MacDonald, D. A. (2000). Spirituality: Description, measurement, and relation to the five factor model of personality. Journal of Personality, 68, 153-197.",0.21,0.21317134656486,0.0410997468263393,595,NA,"2.34808178168946e-07","Correlation",0.181340743717207,0.183368673574688,1550,0.0254246418090461,NA,"8.10863319783795e-12",NA,0.0483280622444919,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,-0.0298026729901714,-0.0286592562827931,-0.139806186292977,8.10841115323302e-12,2.34808177946901e-07,0.0254246418090461,0.0410997468263393,0.37,0.43,5346782425.99994,1.87028369648496e-10,10693564851.9995,9.35141848242514e-11,76394284065.0505,1.30899845746115e-11,FALSE,2.84752719973926e-06,0.0676030676340915,0.93073,0.182832384834265,0.5203,0.44295,0.03675,"H1 original effect"
"MacDonald, D. A. (2000). Spirituality: Description, measurement, and relation to the five factor model of personality. Journal of Personality, 68, 153-197.",0.33,0.342828254415394,0.0410997468263393,595,NA,"1.39355957121446e-16","Correlation",0.220466083831867,0.224145951494331,1550,0.0254246418090461,NA,"1.97380238893451e-14",NA,0.0483280622444919,"Soto (2019)
 Personality Psychology","loopr",NA,NA,NA,NA,TRUE,TRUE,-0.118682302921063,-0.109533916168133,-0.346185885767919,1.95159792844201e-14,-8.26886478035853e-17,0.0254246418090461,0.0410997468263393,0.45,0.7,1698395926221277,5.88790861165616e-16,3396791852443546,2.94395430582722e-16,1532034432056070,6.52726844172783e-16,FALSE,1.3969960373752e-07,0.0676030676340915,0.9444275,0.224909678960207,0.4629,0.50865,0.02845,"H1 attenuated"
