authorsTitle.o,correlation.o,fis.o,seFish.o,n.o,pValFish.o,pVal.o,testStatistic.o,correlation.r,fis.r,n.r,seFish.r,pValFish.r,pVal.r,testStatistic.r,seDifference.ro,source,abrev,cohenD.o,seCohenD.o,cohenD.r,seCohenD.r,significant.r,significantSameDirection.r,fisherZDiff,correlationDifference.ro,percentageChangeES.ro,cleanedpVal.r,cleanedpVal.o,seFishAprox.r,seFishAprox.o,cohensD.r,cohensD.o,bf10,bf01,bfplus0,bf0plus,bfRep0,bf0Rep,statisticallyEquiv.ro,normalisedpVal.r
"Jacowitz & Kahneman, 1995",0.42,0.45,0.1,103,0,0,r = .42,0.74,0.96,5627,0.013334519,0,<.001,t=83.66,0.10088513,"Klein et al. (2014)
 Many Labs 1",ML1,0.93,NA,2.23,NA,TRUE,TRUE,0.51,0.32,1.133333333,1.00E-10,-2.22E-16,0.013334519,0.1,2.2,0.93,-1.15841E+17,-8.63E-18,Inf,0,Inf,0,FALSE,1.00E-05
"Rugg, 1941",0.31,0.32,NA,2600,0,NA,No statistical test reported,0.7,0.87,6292,NA,NA,<.001,X^2=3088.7,0.023325254,"Klein et al. (2014)
 Many Labs 1",ML1,0.65,NA,1.96,NA,TRUE,TRUE,0.55,0.39,1.71875,1.00E-10,0.05,0.012609829,0.019622938,1.96,0.65,Inf,0,Inf,0,Inf,0,FALSE,1.00E-05
"Jacowitz & Kahneman, 1995",0.42,0.45,0.1,103,0,0,r = .42,0.67,0.81,5284,0.013760744,0,<.001,t=65.00,0.10094235,"Klein et al. (2014)
 Many Labs 1",ML1,0.93,NA,1.79,NA,TRUE,TRUE,0.36,0.25,0.8,1.00E-10,-2.22E-16,0.013760744,0.1,1.81,0.93,4.60089E+16,2.17E-17,Inf,0,Inf,0,FALSE,1.00E-05
"Jacowitz & Kahneman, 1995",0.42,0.45,0.1,103,0,0,r = .42,0.5,0.56,5362,0.013660233,0,<.001,t=42.86,0.100928697,"Klein et al. (2014)
 Many Labs 1",ML1,0.93,NA,1.17,NA,TRUE,TRUE,0.11,0.08,0.244444444,1.00E-10,-2.22E-16,0.013660233,0.1,1.15,0.93,1.03247E+17,9.69E-18,Inf,0,Inf,0,FALSE,1.00E-05
"Nosek, Banaji, & Greenwald, 2002",0.42,0.45,0.064549722,243,0,0,"r = .42, n = 243",0.37,0.39,5623,0.013339263,0,<.001,r=.38,0.0659136,"Klein et al. (2014)
 Many Labs 1",ML1,0.93,NA,0.79,NA,TRUE,TRUE,-0.06,-0.05,-0.133333333,1.00E-10,-2.22E-16,0.013339263,0.064549722,0.8,0.93,7.23E+177,1.38E-178,1.45E+178,6.91E-179,Inf,0,FALSE,1.00E-05
"Oppenheimer & Monin, 2009",0.33,0.34,0.133630621,59,0.01,< .05,"t(57) = 2.65, p < .05, Cohen’s d = 0.69",0.29,0.3,5942,0.012976075,0,<.001,t=24.01,0.134259157,"Klein et al. (2014)
 Many Labs 1",ML1,0.69,NA,0.61,NA,TRUE,TRUE,-0.04,-0.04,-0.117647059,1.00E-10,0.001,0.012976075,0.133630621,0.61,0.7,3.05E+111,3.28E-112,6.10E+111,1.64E-112,Inf,0,FALSE,1.00E-05
"Tversky & Kahneman, 1981",0.49,0.54,NA,307,0,NA,No statistical test reported,0.29,0.3,6271,NA,NA,<.001,X^2=516.4,0.058728308,"Klein et al. (2014)
 Many Labs 1",ML1,1.13,NA,0.6,NA,TRUE,TRUE,-0.24,-0.2,-0.444444444,1.00E-10,NA,0.012630935,0.057353933,0.61,1.12,5.60E+117,1.78E-118,1.12E+118,8.92E-119,Inf,0,FALSE,1.00E-05
"Nosek, Banaji, & Greenwald, 2002",0.45,0.49,0.114707867,79,0,1.00E-04,"t(77) = 4.42, p = 10e-5 , d = 1.01",0.26,0.26,5842,0.013086719,0,<.001,t=19.28,0.115451968,"Klein et al. (2014)
 Many Labs 1",ML1,1.01,NA,0.53,NA,TRUE,TRUE,-0.23,-0.19,-0.469387755,1.00E-10,1.00E-04,0.013086719,0.114707867,0.54,1.01,8.83E+86,1.13E-87,1.77E+87,5.66E-88,Inf,0,FALSE,1.00E-05
"Schwarz et al., 1985",0.24,0.25,NA,132,0.01,< .01,"<U+03C7>2(1)= 7.7, p < .01",0.24,0.24,5899,NA,NA,<.001,X^2=342.4,0.089003059,"Klein et al. (2014)
 Many Labs 1",ML1,0.5,NA,0.49,NA,TRUE,TRUE,-0.01,0,-0.04,5.00E-04,0.001,0.013023307,0.088045091,0.49,0.49,1.43E+74,7.01E-75,2.85E+74,3.51E-75,Inf,0,FALSE,0.022362544
"Lorge & Curtis, 1936",NA,NA,NA,NA,NA,NA,No statistical test reported,0.16,0.16,6325,0.012576875,0,<.001,t=12.79,NA,"Klein et al. (2014)
 Many Labs 1",ML1,NA,NA,0.32,NA,TRUE,TRUE,NA,NA,NA,0.001,NA,0.012576875,NA,0.32,NA,6.21E+33,1.61E-34,1.24E+34,8.05E-35,NA,NA,NA,0.031628049
"Hyman and Sheatsley, 1950",0.08,0.08,NA,1618,0,NA,No statistical test reported,0.15,0.15,6276,NA,NA,<.001,X^2=135.3,0.027903555,"Klein et al. (2014)
 Many Labs 1",ML1,0.16,NA,0.3,NA,TRUE,TRUE,0.07,0.07,0.875,1.00E-04,0.001,0.0126259,0.02488363,0.3,0.16,1.56E+29,6.41E-30,3.12E+29,3.21E-30,Inf,0,FALSE,0.010000167
"Oppenheimer et al., 2009",0.11,0.11,0.069006556,213,0.1,0.1,"F(1, 211) = 2.74, p = .1, partial <U+03B7>2=.01",0.13,0.13,6330,0.012571905,0,<.001,t=10.83,0.070142409,"Klein et al. (2014)
 Many Labs 1",ML1,0.227912862,NA,0.27,NA,TRUE,TRUE,0.02,0.02,0.181818182,0.001,0.1,0.012571905,0.069006556,0.26,0.22,4.08E+21,2.45E-22,8.16E+21,1.23E-22,Inf,0,FALSE,0.031628049
"Husnu & Crisp, 2010",0.39,0.42,0.182574186,33,0.03,0.023,"t(31) = -2.39, p = .023, d = .86",0.06,0.06,6336,0.012565948,0,<.001,t=5.05,0.18300611,"Klein et al. (2014)
 Many Labs 1",ML1,0.86,NA,0.13,NA,TRUE,TRUE,-0.36,-0.33,-0.857142857,0.001,0.023,0.012565948,0.182574186,0.12,0.85,1432.12977,0.000698261,2864.257011,0.000349131,1187.138582,0.000842362,TRUE,0.031628049
"Carter et al., 2011; Study 2",0.24,0.25,0.125988158,66,0.05,< .05,"t(64) = -2.04, p < .05",0.01,0.01,4896,0.014295929,0.29,0.379,t=0.88,0.126796646,"Klein et al. (2014)
 Many Labs 1",ML1,0.5,NA,0.03,NA,FALSE,FALSE,-0.24,-0.23,-0.96,0.379,0.001,0.014295929,0.125988158,0.02,0.49,0.022874459,43.71688017,0.034670916,28.84261821,0.027872187,35.87806018,TRUE,0.663184868
"Caruso et al., 2012",0.37,0.39,0.19245009,30,0.05,0.043,"t(28) = 2.12, p = .043, d = 0.80",-0.01,-0.01,6333,0.012568925,0.43,0.831,t=-0.79,0.192860092,"Klein et al. (2014)
 Many Labs 1",ML1,0.8,NA,-0.02,NA,FALSE,FALSE,-0.4,-0.38,-1.025641026,0.831,0.043,0.012568925,0.19245009,-0.02,0.8,0.021611128,46.27245681,0.009212829,108.5442943,0.012470794,80.1873583,TRUE,1.147140193
"Stroop Task (originally from Stroop, 1935, adapted for this project from Inzlicht, M., & Gutsell, J. N. (2007). Running on empty neural signals for self-control failure. Psychological Science, 18(11), 933-937.)",0.71407,0.89545,0.182574186,33,NA,prep = .97,"t(31)= 3.05, prep = .97, d = 1.10",0.41415,0.44061,3337,0.017318776,NA,0,t (3336) =  49.795,0.183393766,"Ebersole et al. (2016)
 Many Labs 3",ML3,2.04,NA,0.91,NA,TRUE,TRUE,-0.45484,-0.29992,-0.507945726,-2.22E-16,0.022,0.017318776,0.182574186,0.91,2.04,3.31E+134,3.02E-135,6.62E+134,1.51E-135,Inf,0,FALSE,NA
"Boroditsky, L. (2000). Metaphoric structuring: Understanding time through spatial metaphors. Cognition, 75(1), 1-28.",0.30045,0.31001,NA,281,NA,<.05,"chi^2,(1,  N= 56) = 5.2, p < 0.05",0.1435,0.1445,1335,NA,NA,0,chi^2 (1) =  21.90,0.065938403,"Ebersole et al. (2016)
 Many Labs 3",ML3,0.63,NA,0.29,NA,TRUE,TRUE,-0.16551,-0.15695,-0.533886004,-2.22E-16,0.001,0.027399831,0.059976014,0.29,0.63,35402.49519,2.82E-05,70804.98532,1.41E-05,20269.10977,4.93E-05,FALSE,NA
"Tversky, A., & Kahneman, D. (1973). Availability: A heuristic for judging frequency and probability. Cognitive psychology, 5(2), 207-232.",0.37935,0.3993,0.081923192,152,NA,< .001,"p < .001, by sign test",0.04495,0.04498,3088,0.018004141,NA,0.01252,Psdep  (NA) =  .522,0.083878236,"Ebersole et al. (2016)
 Many Labs 3",ML3,0.82,NA,0.09,NA,TRUE,TRUE,-0.35432,-0.3344,-0.887352868,0.01252,0.001,0.018004141,0.081923192,0.09,0.82,0.510094363,1.960421587,1.013805324,0.986382668,0.00085163,1174.218963,TRUE,0.112127614
"Galinsky, A. D., Magee, J. C., Inesi, M. E., & Gruenfeld, D. H. (2006). Power and perspectives not taken. Psychological Science, 17(12), 1068-1074.",0.35929,0.37607,0.160128154,42,NA,prep = .93,"t(40) = 2.47, prep = .93, d = 0.77.",0.015,0.015,2969,0.018361765,NA,0.41406,t (2967) =  .89,0.16117748,"Ebersole et al. (2016)
 Many Labs 3",ML3,0.77,NA,0.03,NA,FALSE,FALSE,-0.36107,-0.34429,-0.960113809,0.41406,NA,0.018361765,0.160128154,0.03,0.77,0.032106951,31.14590343,0.050919421,19.63887216,0.015169799,65.92045097,TRUE,0.699029287
"Jostmann, N. B., Lakens, D., & Schubert, T. W. (2009). Weight as an embodiment of importance. Psychological science, 20(9), 1169-1174.",0.28295,0.29088,0.145864991,50,NA,<.05,"F(1, 49) 5 4.33, p < .05, prep 5 .92, partial eta^2 = .08.",0.015,0.015,2285,0.020933516,NA,0.47374,t (2283) =  .61,0.147359451,"Ebersole et al. (2016)
 Many Labs 3",ML3,0.59,NA,0.03,NA,FALSE,FALSE,-0.27588,-0.26795,-0.948432343,0.47374,NA,0.020933516,0.145864991,0.03,0.59,0.033886557,29.51022769,0.051718702,19.33536527,0.035133975,28.4624783,TRUE,0.759126076
"Szymkow, A., Chandler, J., IJzerman, H., Parzuchowski, M., & Wojciszke, B. (2013). Warmer hearts, warmer rooms. Social Psychology, 44(2), 167-176.",0.39503,0.41774,0.113960576,80,NA,< .001,"t(78) = 3.85, p < .001, d = .86",0.005,0.005,3119,0.017914359,NA,0.78018,t (3117) =  .22,0.115360033,"Ebersole et al. (2016)
 Many Labs 3",ML3,0.86,NA,0.01,NA,FALSE,FALSE,-0.41274,-0.39003,-0.988030833,0.78018,NA,0.017914359,0.113960576,0.01,0.86,0.023330713,42.86195651,0.028458481,35.1389098,0.00035115,2847.78697,TRUE,1.082808357
"Cacioppo, J. T., Petty, R. E., & Morris, K. J. (1983). Effects of need for cognition on message evaluation, recall, and persuasion. Journal of personality and social psychology, 45(4), 805.",0.08469,0.0849,0.0949158,114,NA,< .001,"F(1, 110) = 22.45, p< .001",NA,0,2365,NA,NA,0.99998,"F (1, 2361) =  .129",0.097120436,"Ebersole et al. (2016)
 Many Labs 3",ML3,0.17,NA,1.00E-06,NA,FALSE,FALSE,-0.0849,NA,-1,0.99998,NA,0.020575957,0.0949158,NA,0.17,NA,NA,NA,NA,NA,NA,TRUE,1.566324176
"Ross, M., & Wilson, A. E. (2002). It feels like yesterday: self-esteem, valence of personal past experiences, and judgments of subjective distance. Journal of personality and social psychology, 82(5), 792.",NA,NA,NA,357,NA,<.05,"t(349) = 1.98, p < .05",2.00E-04,2.00E-04,3136,0.01786569,NA,0.99107,"F (1, 3131) =  1.98",0.056071754,"Ebersole et al. (2016)
 Many Labs 3",ML3,NA,NA,4.00E-04,NA,FALSE,FALSE,NA,NA,NA,0.99107,NA,0.01786569,0.0531494,0,NA,0.022380227,44.68229854,0.022580076,44.28682995,NA,NA,TRUE,1.476156436
"Monin, B., & Miller, D. T. (2001). Moral credentials and the expression of prejudice. Journal of personality and social psychology, 81(1), 33.",0.02,0.02,0.07124705,200,NA,<.05,"F(2, 194) = 4.4, p < .05",NA,0.00015,3134,NA,NA,0.9933,"F (1, 3130) = .0004",0.073454264,"Ebersole et al. (2016)
 Many Labs 3",ML3,0.04,NA,3.00E-04,NA,FALSE,FALSE,-0.01985,NA,-0.9925,0.9933,NA,0.017871396,0.07124705,NA,0.04,NA,NA,NA,NA,NA,NA,TRUE,1.488851119
"Ackerman et al. (2010), Science",0.26972803,0.27657049,0.140028008,54,NA,0.048559953,"F(1,52)=4.0799999",0.086246702,0.08646151,858,0.034259435,NA,0.01161176,NA,0.144143795,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,NA,TRUE,TRUE,-0.19010898,-0.183481328,-0.687379842,0.01161176,0.048559953,0.034259435,0.140028008,0.17,0.56,1.037013219,0.964307862,2.062007658,0.484964251,2.651198976,0.377187834,TRUE,0.107967518
"Aviezer et al. (2012), Science",0.9613806,1.963824576,0.288675135,15,NA,3.10E-09,t(14)=13.07,0.82887018,1.184515609,14,0.090909091,NA,0.000133822,NA,0.417423555,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,NA,TRUE,TRUE,-0.779308967,-0.13251042,-0.396832271,0.000133822,3.10E-09,0.090909091,0.288675135,2.96,6.99,137.0436646,0.007296944,273.995419,0.003649696,226.8215233,0.004408753,FALSE,0.011568404
"Balafoutas and Sutter (2012), Science",0.27788922,0.285393193,NA,72,NA,0.017756648,Chi2(1)=5.6199999,0.14641742,0.14747739,243,NA,NA,0.022329835,NA,0.136599489,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,NA,TRUE,TRUE,-0.137915804,-0.1314718,-0.483248398,0.022329835,0.017756648,0.064549722,0.120385853,0.3,0.58,1.07071053,0.933959247,2.116807091,0.472409604,4.118127178,0.242828829,FALSE,0.149993501
"Derex et al. (2013), Nature",0.52465248,0.582737812,NA,51,NA,5.41E-05,Chi2(1)=16.299999,0.36050302,0.37746394,65,NA,NA,0.002957182,NA,0.19225599,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,NA,TRUE,TRUE,-0.205273872,-0.16414946,-0.352257684,0.002957182,5.41E-05,0.127000127,0.144337567,0.77,1.23,10.90779525,0.091677555,21.77557623,0.04592301,33.42048496,0.029921768,FALSE,0.054406816
"Duncan et al. (2012), Science",0.67359084,0.817287557,0.288675135,15,NA,0.00422795,t(14)=3.4100001,0.372475708,0.391294546,128,0.090535746,NA,1.55E-05,NA,0.302214052,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,NA,TRUE,TRUE,-0.425993011,-0.301115132,-0.52122782,1.55E-05,0.00422795,0.090535746,0.288675135,0.8,1.82,1167.508508,0.000856525,2334.996717,0.000428266,2047.923477,0.000488299,FALSE,0.003932294
"Gervais and Norenzayan (2012), Science",0.28914034,0.297627923,0.136082763,57,NA,0.029151877,t(55)=2.24,-0.041177437,-0.041200734,755,0.036539205,NA,0.259498984,NA,0.140884015,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,NA,FALSE,FALSE,-0.338828657,-0.330317777,-1.138430338,0.259498984,0.029151877,0.036539205,0.136082763,-0.08,0.6,0.086236853,11.59597051,0.022342768,44.75721254,0.03016972,33.14581649,TRUE,0.53449952
"Gneezy et al. (2014), Science",0.2229694,0.226778692,0.075592895,178,NA,0.002699796,z=3,0.18233825,0.184400291,407,0.002475248,NA,0.000210226,NA,0.09049604,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,NA,TRUE,TRUE,-0.042378401,-0.04063115,-0.186871175,0.000210226,0.002699796,0.002475248,0.075592895,0.37,0.46,56.50579392,0.0176973,112.998877,0.008849645,472.0593787,0.002118378,FALSE,0.01449968
"Hauser et al. (2014), Nature",0.81581438,1.144172643,0.164398987,40,NA,1.43E-10,t(38)=8.6960001,0.83205014,1.194762716,22,0.052631579,NA,1.58E-06,NA,0.282238562,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,NA,TRUE,TRUE,0.050590072,0.01623576,0.044215419,1.58E-06,1.43E-10,0.052631579,0.164398987,3,2.82,12317.00305,8.12E-05,24633.94902,4.06E-05,101945.0094,9.81E-06,FALSE,0.001256981
"Janssen et al. (2010), Science",0.63140059,0.743741869,0.129099445,63,NA,8.36E-09,z=5.7610002,0.34381703,0.358414853,42,0.025641026,NA,0.025201498,NA,0.205688338,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,NA,TRUE,TRUE,-0.385327016,-0.28758356,-0.518092408,0.025201498,8.36E-09,0.025641026,0.129099445,0.73,1.63,2.123588496,0.470901025,4.184693237,0.238966142,1.901855639,0.525802264,FALSE,0.159424263
"Karpicke and Blunt (2011), Science",0.60227638,0.696711646,0.164398987,40,NA,3.93E-05,"F(1,38)=21.629999",0.38413259,0.404898618,49,0.02173913,NA,0.005886077,NA,0.220830608,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,NA,TRUE,TRUE,-0.291813028,-0.21814379,-0.418843333,0.005886077,3.93E-05,0.02173913,0.164398987,0.83,1.51,6.551550359,0.152635627,13.05348623,0.076607887,13.99144014,0.071472271,FALSE,0.076796237
"Kidd and Castano (2013), Science",0.26906911,0.275860006,0.10976426,86,NA,0.013326087,"F(1,82)=6.4000001",-0.038186311,-0.038204888,999,0.031734041,NA,0.228624869,NA,0.114246264,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,NA,FALSE,FALSE,-0.314064894,-0.307255421,-1.138493754,0.228624869,0.013326087,0.031734041,0.10976426,-0.08,0.56,0.08193338,12.20503784,0.0187077,53.45392496,0.014457138,69.16998198,TRUE,0.498544067
"Kovacs et al. (2010), Science",0.45049948,0.485326762,0.21821789,24,NA,0.023826132,t(23)=2.4200001,0.58620399,0.671862945,95,0.010869565,NA,3.50E-10,NA,0.241844191,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,NA,TRUE,TRUE,0.186536183,0.13570451,0.384351734,3.50E-10,0.023826132,0.010869565,0.21821789,1.45,1.01,27212495.42,3.67E-08,54424990.81,1.84E-08,86776199.93,1.15E-08,FALSE,1.87E-05
"Lee and Schwarz (2010), Science",0.38813424,0.40960147,0.164398987,40,NA,0.013330429,"F(1,38)=6.7399998",-0.052877366,-0.052926731,409,0.049813548,NA,0.288010253,NA,0.171726763,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,NA,FALSE,FALSE,-0.4625282,-0.441011606,-1.129215188,0.288010253,0.013330429,0.049813548,0.164398987,-0.11,0.84,0.109190471,9.158308325,0.03136107,31.88666676,0.016559302,60.38901928,TRUE,0.566480766
"Morewedge et al. (2010), Science",0.45311347,0.488611207,0.185695338,32,NA,0.009205938,t(30)=2.7839999,0.3546918,0.370800611,89,0.011627907,NA,0.000648563,NA,0.214733941,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,NA,TRUE,TRUE,-0.117810596,-0.09842167,-0.241113168,0.000648563,0.009205938,0.011627907,0.185695338,0.76,1.02,40.40725463,0.024748031,80.78442205,0.012378624,164.6424438,0.006073768,FALSE,0.025469654
"Nishi et al. (2015), Nature",0.2005827,0.203339607,0.07124705,200,NA,0.004401038,t(198)=2.881,0.11604169,0.116566799,480,0.002096436,NA,0.010949132,NA,0.084691075,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,NA,TRUE,TRUE,-0.086772808,-0.08454101,-0.426738348,0.010949132,0.004401038,0.002096436,0.07124705,0.23,0.41,1.440662903,0.694124904,2.865311458,0.349002199,8.386314601,0.11924189,FALSE,0.104829997
"Pyc and Rawson (2010), Science",0.37653738,0.396018834,0.174077656,36,NA,0.023603488,t(34)=2.3699999,0.149356689,0.150482382,438,0.048112522,NA,0.001761694,NA,0.180559909,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,NA,TRUE,TRUE,-0.245536452,-0.227180691,-0.620012056,0.001761694,0.023603488,0.048112522,0.174077656,0.3,0.81,8.003282393,0.124948734,15.99244713,0.062529517,16.78666342,0.0595711,TRUE,0.041984869
"Ramirez and Beilock (2011), Science",0.79315537,1.079882096,0.242535625,20,NA,3.02E-05,"F(1,18)=30.530001",-0.09286841,-0.093136783,105,0.100503782,NA,0.354082687,NA,0.261968416,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,NA,FALSE,FALSE,-1.173018879,-0.88602378,-1.086247178,0.354082687,3.02E-05,0.100503782,0.242535625,-0.19,2.6,0.18904152,5.289843199,0.066279831,15.08754611,0.000149077,6707.947242,TRUE,0.637325962
"Rand et al. (2012), Nature",0.14098142,0.141926757,0.054232614,343,NA,0.008870634,z=2.6170001,0.026633484,0.026639785,3150,0.017834409,NA,0.135246318,NA,0.057087121,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,NA,FALSE,FALSE,-0.115286973,-0.114347936,-0.812299068,0.135246318,0.008870634,0.017834409,0.054232614,0.05,0.28,0.068175213,14.66808764,0.127134767,7.865669031,0.127033893,7.871914945,TRUE,0.376597455
"Shah et al. (2012), Science",0.267445,0.274109959,0.137360564,56,NA,0.046294663,"F(1,54)=4.1599998",-0.03736263,-0.03738003,897,0.033501261,NA,0.264516399,NA,0.141373593,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,NA,FALSE,FALSE,-0.311489989,-0.30480763,-1.136368741,0.264516399,0.046294663,0.033501261,0.137360564,-0.07,0.56,0.078060261,12.81061557,0.020620992,48.49427302,0.042552118,23.50059281,TRUE,0.540204728
"Sparrow et al. (2011), Science",0.36764622,0.385698719,0.123091491,69,NA,0.001742118,t(68)=3.26,0.067974005,0.068078986,338,0.05488213,NA,0.214805979,NA,0.134672157,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,NA,FALSE,FALSE,-0.317619733,-0.299672215,-0.823491801,0.214805979,0.001742118,0.05488213,0.123091491,0.14,0.79,0.147635933,6.773418794,0.26368785,3.792362829,0.063668325,15.70639722,TRUE,0.48190906
"Wilson et al. (2014), Science,",0.67416495,0.818339255,0.19245009,30,NA,4.41E-05,t(28)=4.8299999,0.5935989,0.683204797,39,0.027777778,NA,6.80E-05,NA,0.254587539,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,NA,TRUE,TRUE,-0.135134459,-0.08056605,-0.165132563,6.80E-05,4.41E-05,0.027777778,0.19245009,1.48,1.83,415.2241337,0.002408338,830.40538,0.001204231,1926.33968,0.000519119,FALSE,0.008246408
Abeler et al. (AER 2011),0.18,0.181982689,NA,120,NA,0.046,regression model,0.08,0.080171325,318,NA,NA,0.16,NA,0.108266392,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,NA,FALSE,FALSE,-0.101811364,-0.1,-0.559456311,0.16,0.046,0.056343617,0.092450033,0.16,0.37,0.192452896,5.196076642,0.354892028,2.817758423,0.9498526,1.052794929,FALSE,0.411516846
Ambrus and Greiner (AER 2012),0.31,0.320545409,NA,117,NA,0.057,regression model,0.23,0.234189467,357,NA,NA,0.012,NA,0.107688386,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,NA,TRUE,TRUE,-0.086355943,-0.08,-0.269403149,0.012,0.057,0.0531494,0.093658581,0.47,0.65,972.3814889,0.001028403,1944.751289,0.000514205,5805.385174,0.000172254,FALSE,0.109764792
Bartling et al. (AER 2012),0.72,0.907644983,NA,216,NA,0.007,"Wilcoxon-Mann-Whitney test, p = .007",0.66,0.792813632,360,NA,NA,0.001,NA,0.08657919,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,NA,TRUE,TRUE,-0.114831351,-0.06,-0.126515712,0.001,0.007,0.052925612,0.068518871,1.76,2.08,1.10E+43,9.13E-44,2.19E+43,4.57E-44,8.25E+43,1.21E-44,FALSE,0.031628049
Charness and Dufwenberg (AER 2011),0.38,0.40005965,NA,162,NA,0.01,regression z = 2.56 (p <0.01),0.36,0.376885901,264,NA,NA,0.003,NA,0.100601818,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,NA,TRUE,TRUE,-0.023173749,-0.02,-0.057925734,0.003,0.01,0.061898446,0.079305159,0.77,0.82,5300532.832,1.89E-07,10601065.65,9.43E-08,47918740.7,2.09E-08,FALSE,0.054799679
Chen and Chen (AER 2011),0.84,1.221173518,NA,72,NA,0.033,"comparison of regression coefficents, p = .023",0.17,0.171666664,168,NA,NA,0.571,NA,0.14336443,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,NA,FALSE,FALSE,-1.049506854,-0.67,-0.859424839,0.571,0.033,0.077849894,0.120385853,0.35,3.1,1.070133635,0.934462732,2.109746497,0.473990596,1.87E-10,5350534643,FALSE,0.856638962
de Clippel et al. (AER 2014),0.12,0.120581028,NA,158,NA,0.001,mean-comparison test,0.27,0.276863823,156,NA,NA,<0.001,NA,0.113962979,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,NA,TRUE,TRUE,0.156282794,0.15,1.296081119,1.00E-10,0.001,0.080845208,0.080321933,0.56,0.24,31.62712774,0.031618426,63.23190981,0.0158148,91.90666097,0.010880604,FALSE,1.00E-05
Duffy and Puzzello (AER 2014),0.76,0.996215082,NA,54,NA,0.01,Wilcoxon-Mann-Whitney test,0.12,0.120581028,96,NA,NA,0.674,NA,0.174242737,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,NA,FALSE,FALSE,-0.875634054,-0.64,-0.878960848,0.674,0.01,0.103695169,0.140028008,0.24,2.34,0.248794488,4.019381655,0.435621189,2.29557245,1.11E-05,89756.65946,FALSE,0.963116619
Dulleck et al. (AER 2011),0.72,0.907644983,NA,168,NA,<0.001,Wilcoxon-Mann-Whitney test,0.73,0.928727364,128,NA,NA,0.001,NA,0.118577426,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,NA,TRUE,TRUE,0.021082381,0.01,0.023227563,0.001,0.001,0.089442719,0.077849894,2.14,2.08,3.53274E+19,2.83E-20,7.06549E+19,1.42E-20,4.92E+20,2.03E-21,FALSE,0.031628049
Ericson and Fuster (QJE 2011),0.21,0.213171347,NA,112,NA,0.03,t-test (unclear dfs etc.),0.12,0.120581028,262,NA,NA,0.055,NA,0.114172307,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,NA,FALSE,FALSE,-0.092590318,-0.09,-0.434346922,0.055,0.03,0.062136977,0.095782629,0.24,0.43,0.502584302,1.989715945,0.978396295,1.022080731,2.664344011,0.375326908,FALSE,0.236725579
Fehr et al. (AER 2013),0.45,0.484700279,NA,60,NA,0.011,Wilcoxon-Mann-Whitney test,0.31,0.320545409,102,NA,NA,0.026,NA,0.166267464,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,NA,TRUE,TRUE,-0.164154869,-0.14,-0.338672942,0.026,0.011,0.100503782,0.132453236,0.65,1.01,17.5613759,0.056943146,35.093085,0.028495642,63.58621394,0.015726679,FALSE,0.161952188
Friedman and Oprea (AER 2012),0.64,0.758173745,NA,78,NA,<0.001,logistic regression,0.44,0.472230804,40,NA,NA,0.004,NA,0.200898881,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,NA,TRUE,TRUE,-0.28594294,-0.2,-0.377146983,0.004,0.05,0.164398987,0.115470054,0.98,1.67,9.667622129,0.103438052,19.28135224,0.051863582,18.99345077,0.052649727,FALSE,0.063287793
