authorsTitle.o,correlation.o,fis.o,seFish.o,n.o,pValFish.o,pVal.o,testStatistic.o,correlation.r,fis.r,n.r,seFish.r,pValFish.r,pVal.r,testStatistic.r,seDifference.ro,source,abrev,cohenD.o,cohenD.r,seCohenD.r,significant.r,significantSameDirection.r,fisherZDiff.ro,correlationDifference.ro,percentageChangeES.ro,cleanedpVal.r,cleanedpVal.o
Charness and Dufwenberg (AER 2011),0.38,0.40005965,NA,162,NA,0.01,regression z = 2.56 (p <0.01),0.36,0.376885901,264,NA,NA,0.003,NA,0.100601818,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,TRUE,TRUE,-0.023173749,-0.02,-0.057925734,0.003,0.01
Chen and Chen (AER 2011),0.84,1.221173518,NA,72,NA,0.033,"comparison of regression coefficents, p = .023",0.17,0.171666664,168,NA,NA,0.571,NA,0.14336443,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,FALSE,FALSE,-1.049506854,-0.67,-0.859424839,0.571,0.033
de Clippel et al. (AER 2014),0.12,0.120581028,NA,158,NA,0.001,mean-comparison test,0.27,0.276863823,156,NA,NA,<0.001,NA,0.113962979,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,TRUE,TRUE,0.156282794,0.15,1.296081119,0.001,0.001
Duffy and Puzzello (AER 2014),0.76,0.996215082,NA,54,NA,0.01,Wilcoxon-Mann-Whitney test,0.12,0.120581028,96,NA,NA,0.674,NA,0.174242737,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,FALSE,FALSE,-0.875634054,-0.64,-0.878960848,0.674,0.01
Dulleck et al. (AER 2011),0.72,0.907644983,NA,168,NA,<0.001,Wilcoxon-Mann-Whitney test,0.73,0.928727364,128,NA,NA,0.001,NA,0.118577426,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,TRUE,TRUE,0.021082381,0.01,0.023227563,0.001,0.001
Ericson and Fuster (QJE 2011),0.21,0.213171347,NA,112,NA,0.03,t-test (unclear dfs etc.),0.12,0.120581028,262,NA,NA,0.055,NA,0.114172307,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,FALSE,FALSE,-0.092590318,-0.09,-0.434346922,0.055,0.03
Fehr et al. (AER 2013),0.45,0.484700279,NA,60,NA,0.011,Wilcoxon-Mann-Whitney test,0.31,0.320545409,102,NA,NA,0.026,NA,0.166267464,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,TRUE,TRUE,-0.164154869,-0.14,-0.338672942,0.026,0.011
Friedman and Oprea (AER 2012),0.64,0.758173745,NA,78,NA,<0.001,logistic regression,0.44,0.472230804,40,NA,NA,0.004,NA,0.200898881,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,TRUE,TRUE,-0.28594294,-0.2,-0.377146983,0.004,0.001
Fudenberg et al. (AER 2012),0.3,0.309519604,NA,124,NA,0.001,Wilcoxon-Mann-Whitney test,0.33,0.342828254,128,NA,NA,<0.001,NA,0.127532203,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,TRUE,TRUE,0.03330865,0.03,0.107614024,0.001,0.001
Huck et al. (AER 2011),0.83,1.188136404,NA,120,NA,0.004,Wilcoxon-Mann-Whitney test,0.37,0.3884231,160,NA,NA,0.142,NA,0.122132859,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,FALSE,FALSE,-0.799713305,-0.46,-0.673082065,0.142,0.004
Ifcher and Zarghamee (AER 2011),0.28,0.287682072,NA,58,NA,0.031,regression,0.01,0.010000333,131,NA,NA,0.933,NA,0.161227535,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,FALSE,FALSE,-0.277681739,-0.27,-0.965238246,0.933,0.031
Kessler and Roth (AER 2012),0.49,0.536060337,NA,288,NA,<0.001,"regression z = 9.3415, p = <.01",0.34,0.354092529,48,NA,NA,0.016,NA,0.160408834,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,TRUE,TRUE,-0.181967808,-0.15,-0.339453967,0.016,0.001
Kirchler et al (AER 2012),0.66,0.792813632,NA,120,NA,0.016,regression z test,0.53,0.59014516,220,NA,NA,0.01,NA,0.114696571,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,TRUE,TRUE,-0.202668472,-0.13,-0.255631921,0.01,0.016
Kogan et al. (AER 2011),0.32,0.331647109,NA,126,NA,<0.001,probit regression,0.3,0.309519604,90,NA,NA,0.001,NA,0.140086881,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,TRUE,TRUE,-0.022127505,-0.02,-0.066720028,0.001,0.001
Kuziemko et al. (QJE 2014),0.28,0.287682072,NA,42,NA,0.07,z-testof the marginal effect from a probit regression,0.12,0.120581028,144,NA,NA,0.154,NA,0.180923255,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,FALSE,FALSE,-0.167101044,-0.16,-0.580853171,0.154,0.07
Knobe (2003a),0.59,0.677666068,NA,78,NA,<.01,"X2(1, N = 78) = 27.2, p < .01",0.61,0.708921359,100,NA,NA,0.001,NA,0.153761542,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,TRUE,TRUE,0.031255292,0.02,0.046121966,0.001,0.01
Knobe (2003b),0.46,0.497311288,NA,37,NA,<.01,"X2(1, N=37) = 7.7, df = 1, p < .01",0.6,0.693147181,145,NA,NA,<.001,NA,0.190929354,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,TRUE,TRUE,0.195835893,0.14,0.393789359,0.001,0.01
Machery et al. (2004),0.29,0.298566264,0.120385853,72,NA,<.05,t(70) = 2.55 p < .05,0,0,181,0.074953169,NA,0.99,NA,0.14181231,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,FALSE,FALSE,-0.298566264,-0.29,-1,0.99,0.05
Knobe (2004),0.29,0.298566264,0.116247639,77,NA,0.01,"t(75) = 2.65, p = 0.01",0.54,0.604155603,127,0.089802651,NA,<0.001,NA,0.146894621,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,TRUE,TRUE,0.305589339,0.25,1.02352267,0.001,0.01
Nichols (2004),0.83,1.188136404,0.377964473,10,NA,0.01,"F(1,8) = 18, p = 0.01",0.77,1.020327758,9,0.40824829,NA,0.008,NA,0.55634864,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,TRUE,TRUE,-0.167808646,-0.06,-0.141236852,0.008,0.01
Nadelhoffer (2004),0.68,0.829114038,NA,44,NA,<.001,"X2(1, N = 44) = 20.53, p <.001",0.83,1.188136404,47,NA,NA,<.001,NA,0.217065697,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,TRUE,TRUE,0.359022366,0.15,0.433019283,0.001,0.001
Nahmias et al. (2005),0.52,0.576339755,NA,21,NA,0.016,"X2(1, N = 21) = 5.76, p = 0.016",0.6,0.693147181,186,NA,NA,<.001,NA,0.24702234,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,TRUE,TRUE,0.116807426,0.08,0.202671123,0.001,0.016
Nadelhoffer (2005),0.45,0.484700279,NA,40,NA,0.004,"X2(1, N = 40) = 8.10,  p = .004",0.38,0.40005965,128,NA,NA,<.001,NA,0.187155088,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,TRUE,TRUE,-0.084640629,-0.07,-0.174624675,0.001,0.004
Nahmias et al. (2006),0.32,0.331647109,NA,82,NA,0.004089,"X2(1, N = 82) = 8.2439, p = 0.004089)",0.12,0.120581028,161,NA,NA,0.1343,NA,0.137794564,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,FALSE,FALSE,-0.21106608,-0.2,-0.63641767,0.1343,0.004089
Knobe & Burra (2006),0.61,0.708921359,NA,41,NA,<.001,"X2(1, N = 41) = 15.3, p <.001",0.61,0.708921359,48,NA,NA,<.001,NA,0.22031344,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,TRUE,TRUE,0,0,0,0.001,0.001
Nichols (2006),0.75,0.972955075,NA,8,NA,0.03,"X2(1, N = 8) = 4.5, p = 0.03",0.44,0.472230804,50,NA,NA,0.001863,NA,0.470400463,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,TRUE,TRUE,-0.50072427,-0.31,-0.514642745,0.001863,0.03
Nadelhoffer (2006),0.25,0.255412812,NA,126,NA,<.01,"X2(1, N = 126) = 7.62, p < .01",0.41,0.435611223,259,NA,NA,<0.001,NA,0.109710215,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,TRUE,TRUE,0.180198411,0.16,0.705518294,0.001,0.01
Nichols & Knobe (2007),0.38,0.40005965,NA,41,NA,<0.05,"X2(1, N = 41) = 6.034, p < 0.05",0.73,0.928727364,80,NA,NA,<.001,NA,0.198249344,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,TRUE,TRUE,0.528667714,0.35,1.321472221,0.001,0.05
Nahmias et al. (2007),0.33,0.342828254,0.057353933,307,NA,<.001,"F(1, 298) = 36.375, p < .001",0.32,0.331647109,183,0.074535599,NA,<.001,NA,0.094048016,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,TRUE,TRUE,-0.011181146,-0.01,-0.032614423,0.001,0.001
Livengood & Machery (2007),0.21,0.213171347,0.104257207,95,NA,<.05,"t(93) = 2.07, p < .05",0.28,0.287682072,272,0.060971076,NA,<.001,NA,0.120776808,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,TRUE,TRUE,0.074510726,0.07,0.349534434,0.001,0.05
Nadelhoffer & Feltz (2008),0.3,0.309519604,NA,85,NA,0.005,"X2(1, N = 85) = 7.873, p = .005",0.002,0.002000003,150,NA,NA,0.56,NA,0.137832663,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,FALSE,FALSE,-0.307519602,-0.298,-0.993538365,0.56,0.005
Hitchcock & Knobe (2009),0.35,0.365443754,0.017124694,3413,NA,<.001,"t(3411) = 21.5, p < .001",0.3,0.309519604,200,0.07124705,NA,<0.001,NA,0.073276171,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,TRUE,TRUE,-0.05592415,-0.05,-0.1530308,0.001,0.001
Roxborough & Cumby (2009),0.33,0.342828254,0.093250481,118,NA,<.001(Welcht-testreconstructed:t3.3532df27.093,"t(117) = 7.47, p < .001 (Welch t-test, reconstructed: t = 3.3532, df = 27.093, p = .002370)",-0.1,-0.100335348,204,0.070534562,NA,0.917,NA,0.116922096,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,FALSE,FALSE,-0.443163602,-0.43,-1.292669424,0.917,NA
De Brigard (2010),0.36,0.376885901,NA,48,NA,,"X2(1, N = 48) = 6.2061, p < .05",0.27,0.276863823,60,NA,NA,0.04,NA,0.199414347,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,TRUE,TRUE,-0.100022079,-0.09,-0.265390874,0.04,NA
Beebe & Buckwalter (2010),0.35,0.365443754,0.036612601,749,NA,<.001,"t = -10.126, df = 747, p<.001",0.31,0.320545409,514,0.044237396,NA,<.001,NA,0.057423251,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,TRUE,TRUE,-0.044898345,-0.04,-0.122859796,0.001,0.001
Sytsma & Machery (2010),0.39,0.411800034,0.08304548,148,NA,,Not reported,0.25,0.255412812,180,NA,NA,0.018,NA,0.11201013,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,TRUE,TRUE,-0.156387223,-0.14,-0.379764958,0.018,NA
Alicke et al. (2011),0.24,0.244774113,0.068358593,217,NA,<.001,"Interaction effect, F(1, 213) = 13.05, p < .001",0.07,0.070114671,217,0.068358593,NA,0.32,NA,0.096673649,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,FALSE,FALSE,-0.174659442,-0.17,-0.71355357,0.32,0.001
Reuter (2011),0.31,0.320545409,NA,15664,NA,NA,"X2(1, N = 15664) = 1512.4, p < 0.001",0.27,0.276863823,2211,NA,NA,<0.001,NA,0.022732167,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,TRUE,TRUE,-0.043681587,-0.04,-0.136272695,0.001,NA
Sarkissian et al. (2011),0.4,0.42364893,NA,223,NA,<0.001,"F (2, 218) = 20.7, p < 0.001",0.32,0.331647109,363,NA,NA,<0.001,NA,0.085575886,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,TRUE,TRUE,-0.092001821,-0.08,-0.21716524,0.001,0.001
Paxton et al. (2012),0.21,0.213171347,0.105999788,92,NA,0.05,"t(90) = 2.03, p = .05",0.07,0.070114671,298,0.058222251,NA,0.24,NA,0.120937114,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,FALSE,FALSE,-0.143056676,-0.14,-0.671087734,0.24,0.05
Schaffer & Knobe (2012),0.32,0.331647109,0.101534617,100,NA,0.001,"t(98) = 3.4, p = .001",0.28,0.287682072,150,0.08247861,NA,<.001,NA,0.130812841,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,TRUE,TRUE,-0.043965036,-0.04,-0.132565715,0.001,0.001
May & Holton (2012),0.19,0.192337169,0.093658581,117,NA,0.045,"F(1, 113) = 4.10, p = .045",0.14,0.140925576,368,NA,NA,0.008,NA,0.107292385,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,TRUE,TRUE,-0.051411593,-0.05,-0.267299313,0.008,0.045
Beebe & Shea (2013),0.28,0.287682072,0.051778037,376,NA,<0.001,"F(1, 368) = 31.127, p < 0.001",0.34,0.354092529,418,0.049088069,NA,<.001,NA,0.071348467,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,TRUE,TRUE,0.066410457,0.06,0.230846698,0.001,0.001
Grau & Pury (2014),0.2,0.202732554,0.079305159,162,NA,.01<U+03B7>20.040,"t(160)=2.58, p = .01, <U+03B7>2=0.040",0.09,0.090244188,387,0.051031036,NA,0.092,NA,0.094305222,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,FALSE,FALSE,-0.112488366,-0.11,-0.554860894,0.092,NA
Liao et al. (2014),0.54,0.604155603,0.19245009,30,NA,0.002,"t = 3.42, df = 29, p = .002",0.55,0.618381314,99,0.102062073,NA,<.001,NA,0.21783871,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,TRUE,TRUE,0.014225711,0.01,0.023546435,0.001,0.002
Bjornsson et al. (2015),0.3,0.309519604,NA,162,NA,<.001,"X2(1, N = 162) = 14.421, df = 1, p < .001",0.26,0.266108407,302,NA,NA,<.001,NA,0.098151871,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,TRUE,TRUE,-0.043411197,-0.04,-0.140253466,0.001,0.001
Buckwalter & Schaffer (2015),0.52,0.576339755,0.061898446,264,NA,0.01,"F(1, 260) = 99.46, p < .001",0.41,0.435611223,442,0.047727396,NA,<.001,NA,0.078162152,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,TRUE,TRUE,-0.140728532,-0.11,-0.24417634,0.001,0.01
Kominsky et al. (2015),0.27,0.276863823,0.132453236,60,NA,0.031,"t(58) = -2.210, p = .031",0.28,0.287682072,200,0.07124705,NA,<.001,NA,0.150399474,"Cova, et al. (2018)
 Experimental Philosophy",xPhi,NA,NA,NA,TRUE,TRUE,0.01081825,0.01,0.039074263,0.001,0.031
"McCullough, M. E., Emmons, R. A., & Tsang, J. A. (2002). The grateful disposition: A conceptual and empirical topography. Journal of Personality and Social Psychology, 82, 112-127.",0.32,0.331647109,0.028571429,1228,NA,1.23E-30,Correlation,0.370540692,0.389049699,1559,0.025351006,NA,6.34E-52,NA,0.038196859,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,TRUE,TRUE,0.05740259,0.050540692,0.173083343,6.34E-52,1.23E-30
"McCullough, M. E., Emmons, R. A., & Tsang, J. A. (2002). The grateful disposition: A conceptual and empirical topography. Journal of Personality and Social Psychology, 82, 112-127.",0.41,0.435611223,0.028571429,1228,NA,5.58E-51,Correlation,0.541016425,0.605591534,1559,0.025351006,NA,3.08E-119,NA,0.038196859,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,TRUE,TRUE,0.169980311,0.131016425,0.390211046,3.08E-119,5.58E-51
"Breen, W. E., Kashdan, T. B., Lenser, M. L., & Fincham, F. D. (2010). Gratitude and forgiveness: Convergence and divergence on self-report and informant ratings. Personality and Individual Differences, 49, 932-937.",0.58,0.662462707,0.085435766,140,NA,5.93E-14,Correlation,0.568249891,0.644934294,1550,0.025424642,NA,9.89E-90,NA,0.089138558,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,TRUE,TRUE,-0.017528413,-0.011750109,-0.026459472,9.89E-90,5.93E-14
"Thrash, T. M., & Elliot, A. J. (2003). Inspiration as a psychological construct. Journal of Personality and Social Psychology, 84, 871-889.",0.2,0.202732554,0.081923192,152,NA,0.013495322,Correlation,0.39140108,0.413453513,1514,0.025725734,NA,1.33E-56,NA,0.085867472,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,TRUE,TRUE,0.210720959,0.19140108,1.039403662,1.33E-56,0.013495322
"Thrash, T. M., & Elliot, A. J. (2003). Inspiration as a psychological construct. Journal of Personality and Social Psychology, 84, 871-889.",0.43,0.459896681,0.081923192,152,NA,3.23E-08,Correlation,0.351348412,0.366981234,1514,0.025725734,NA,3.20E-45,NA,0.085867472,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,TRUE,TRUE,-0.092915447,-0.078651588,-0.20203548,3.20E-45,3.23E-08
"DeNeve, K. M., & Cooper, H. (1998). The happy personality: A meta-analysis of 137 personality traits and subjective well-being. Psychological Bulletin, 124, 197-229.",0.17,0.171666664,0.008550445,13681,NA,3.12E-89,Correlation,0.477233908,0.519396258,1559,0.025351006,NA,3.42E-60,NA,0.026754133,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,TRUE,TRUE,0.347729594,0.307233908,2.025609324,3.42E-60,3.12E-89
"DeNeve, K. M., & Cooper, H. (1998). The happy personality: A meta-analysis of 137 personality traits and subjective well-being. Psychological Bulletin, 124, 197-229.",0.2,0.202732554,0.008876012,12696,NA,1.06E-114,Correlation,0.404650224,0.429197254,1559,0.025351006,NA,1.73E-62,NA,0.026859954,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,TRUE,TRUE,0.2264647,0.204650224,1.117061347,1.73E-62,1.06E-114
"DeNeve, K. M., & Cooper, H. (1998). The happy personality: A meta-analysis of 137 personality traits and subjective well-being. Psychological Bulletin, 124, 197-229.",0.07,0.070114671,0.01192506,7035,NA,4.17E-09,Correlation,0.28935001,0.297856736,1559,0.025351006,NA,1.90E-31,NA,0.02801572,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,TRUE,TRUE,0.227742065,0.21935001,3.248137133,1.90E-31,4.17E-09
"DeNeve, K. M., & Cooper, H. (1998). The happy personality: A meta-analysis of 137 personality traits and subjective well-being. Psychological Bulletin, 124, 197-229.",0.27,0.276863823,0.017931632,3113,NA,3.87E-53,Correlation,0.398430415,0.42178177,1558,0.025359156,NA,1.98E-60,NA,0.031058497,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,TRUE,TRUE,0.144917948,0.128430415,0.52342681,1.98E-60,3.87E-53
"DeNeve, K. M., & Cooper, H. (1998). The happy personality: A meta-analysis of 137 personality traits and subjective well-being. Psychological Bulletin, 124, 197-229.",0.24,0.244774113,0.009050608,12211,NA,1.57E-159,Correlation,0.553946262,0.624056758,1559,0.025351006,NA,4.69E-83,NA,0.026918154,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,TRUE,TRUE,0.379282646,0.313946262,1.549521072,4.69E-83,1.57E-159
"DeNeve, K. M., & Cooper, H. (1998). The happy personality: A meta-analysis of 137 personality traits and subjective well-being. Psychological Bulletin, 124, 197-229.",0.14,0.140925576,0.010784531,8601,NA,6.68E-39,Correlation,0.369287949,0.387598359,1559,0.025351006,NA,1.47E-51,NA,0.027549585,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,TRUE,TRUE,0.246672783,0.229287949,1.750376263,1.47E-51,6.68E-39
"DeNeve, K. M., & Cooper, H. (1998). The happy personality: A meta-analysis of 137 personality traits and subjective well-being. Psychological Bulletin, 124, 197-229.",0.23,0.234189467,0.011577921,7463,NA,3.53E-90,Correlation,0.618851973,0.723142348,1559,0.025351006,NA,1.83E-165,NA,0.027869729,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,TRUE,TRUE,0.488952881,0.388851973,2.08785172,1.83E-165,3.53E-90
"DeNeve, K. M., & Cooper, H. (1998). The happy personality: A meta-analysis of 137 personality traits and subjective well-being. Psychological Bulletin, 124, 197-229.",0.25,0.255412812,0.017688728,3199,NA,8.82E-47,Correlation,0.602163087,0.696533885,1558,0.025359156,NA,2.28E-154,NA,0.030918893,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,TRUE,TRUE,0.441121073,0.352163087,1.727090627,2.28E-154,8.82E-47
"Clancy, S. M., & Dollinger, S. J. (1993). Identity, self, and personality: I. Identity status and the five-factor model of personality. Journal of Research on Adolescence, 3, 227-245.",0.3,0.309519604,0.071611487,198,NA,1.76E-05,Correlation,0.251769665,0.257301348,1550,0.025424642,NA,8.33E-20,NA,0.075990904,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,TRUE,TRUE,-0.052218256,-0.048230335,-0.168707428,8.33E-20,1.76E-05
"Clancy, S. M., & Dollinger, S. J. (1993). Identity, self, and personality: I. Identity status and the five-factor model of personality. Journal of Research on Adolescence, 3, 227-245.",0.5,0.549306144,0.071611487,198,NA,6.40E-14,Correlation,0.345084233,0.359852644,1550,0.025424642,NA,1.71E-41,NA,0.075990904,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,TRUE,TRUE,-0.1894535,-0.154915767,-0.344896015,1.71E-41,6.40E-14
"MacDonald, D. A. (2000). Spirituality: Description, measurement, and relation to the five factor model of personality. Journal of Personality, 68, 153-197.",0.32,0.331647109,0.041099747,595,NA,1.24E-15,Correlation,0.37342492,0.392397117,1550,0.025424642,NA,4.89E-47,NA,0.048328062,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,TRUE,TRUE,0.060750008,0.05342492,0.183176656,4.89E-47,1.24E-15
"MacDonald, D. A. (2000). Spirituality: Description, measurement, and relation to the five factor model of personality. Journal of Personality, 68, 153-197.",0.66,0.792813632,0.041099747,595,NA,1.10E-75,Correlation,0.629832666,0.741138737,1550,0.025424642,NA,1.32E-150,NA,0.048328062,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,TRUE,TRUE,-0.051674895,-0.030167334,-0.06517912,1.32E-150,1.10E-75
"MacDonald, D. A. (2000). Spirituality: Description, measurement, and relation to the five factor model of personality. Journal of Personality, 68, 153-197.",0.3,0.309519604,0.041099747,595,NA,7.71E-14,Correlation,0.191301091,0.193687336,1550,0.025424642,NA,1.33E-11,NA,0.048328062,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,TRUE,TRUE,-0.115832269,-0.108698909,-0.374232414,1.33E-11,7.71E-14
"MacDonald, D. A. (2000). Spirituality: Description, measurement, and relation to the five factor model of personality. Journal of Personality, 68, 153-197.",0.25,0.255412812,0.041099747,595,NA,6.26E-10,Correlation,0.191498063,0.193891799,1550,0.025424642,NA,4.98E-13,NA,0.048328062,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,TRUE,TRUE,-0.061521013,-0.058501937,-0.24086894,4.98E-13,6.26E-10
"MacDonald, D. A. (2000). Spirituality: Description, measurement, and relation to the five factor model of personality. Journal of Personality, 68, 153-197.",0.26,0.266108407,0.041099747,595,NA,1.20E-10,Correlation,0.127428719,0.12812525,1550,0.025424642,NA,7.20E-06,NA,0.048328062,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,TRUE,TRUE,-0.137983156,-0.132571281,-0.51852235,7.20E-06,1.20E-10
"MacDonald, D. A. (2000). Spirituality: Description, measurement, and relation to the five factor model of personality. Journal of Personality, 68, 153-197.",0.21,0.213171347,0.041099747,595,NA,2.35E-07,Correlation,0.181340744,0.183368674,1550,0.025424642,NA,8.11E-12,NA,0.048328062,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,TRUE,TRUE,-0.029802673,-0.028659256,-0.139806186,8.11E-12,2.35E-07
"MacDonald, D. A. (2000). Spirituality: Description, measurement, and relation to the five factor model of personality. Journal of Personality, 68, 153-197.",0.33,0.342828254,0.041099747,595,NA,1.39E-16,Correlation,0.220466084,0.224145951,1550,0.025424642,NA,1.97E-14,NA,0.048328062,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,TRUE,TRUE,-0.118682303,-0.109533916,-0.346185886,1.97E-14,1.39E-16
"MacDonald, D. A. (2000). Spirituality: Description, measurement, and relation to the five factor model of personality. Journal of Personality, 68, 153-197.",0.37,0.3884231,0.041099747,595,NA,9.65E-21,Correlation,0.186783405,0.189002208,1550,0.025424642,NA,8.35E-12,NA,0.048328062,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,TRUE,TRUE,-0.199420891,-0.183216595,-0.513411513,8.35E-12,9.65E-21
"Jost, J. T., Glaser, J., Kruglanski, A. W., & Sulloway, F. J. (2003). Political conservatism as motivated social cognition. Psychological Bulletin, 129, 339-375.",0.35,0.365443754,0.048737018,424,NA,1.16E-13,Correlation,0.323465452,0.335512701,1549,0.025432863,NA,1.69E-30,NA,0.05497388,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,TRUE,TRUE,-0.029931053,-0.026534548,-0.081903309,1.69E-30,1.16E-13
"Jost, J. T., Glaser, J., Kruglanski, A. W., & Sulloway, F. J. (2003). Political conservatism as motivated social cognition. Psychological Bulletin, 129, 339-75.",0.24,0.244774113,0.105409255,93,NA,0.020495572,Correlation,0.18090519,0.182918346,1559,0.025351006,NA,7.07E-08,NA,0.108414873,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,TRUE,TRUE,-0.061855766,-0.05909481,-0.252705508,7.07E-08,0.020495572
"Jost, J. T., Glaser, J., Kruglanski, A. W., & Sulloway, F. J. (2003). Political conservatism as motivated social cognition. Psychological Bulletin, 129, 339-75.",0.34,0.354092529,0.024655684,1648,NA,7.11E-46,Correlation,0.254723448,0.260457553,1550,0.025424642,NA,9.41E-12,NA,0.035416312,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,TRUE,TRUE,-0.093634976,-0.085276552,-0.264436463,9.41E-12,7.11E-46
"Paunonen, S. V. (2003). Big Five factors of personality and replicated predictions of behavior. Journal of Personality and Social Psychology, 84, 411-422.",0.41,0.435611223,0.049088069,418,NA,2.45E-18,"Partial correlation, controlling for sex",0.348990139,0.364293378,1549,0.025432863,NA,1.45E-45,NA,0.055285342,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,TRUE,TRUE,-0.071317845,-0.061009861,-0.163719026,1.45E-45,2.45E-18
"Paunonen, S. V. (2003). Big Five factors of personality and replicated predictions of behavior. Journal of Personality and Social Psychology, 84, 411-422.",0.24,0.244774113,0.049088069,418,NA,7.09E-07,"Partial correlation, controlling for sex",0.327852299,0.340419997,1550,0.025424642,NA,3.89E-40,NA,0.055281561,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,TRUE,TRUE,0.095645884,0.087852299,0.390751633,3.89E-40,7.09E-07
